time,precip_mm_per_day,temp_degC,city,co2_ppm,mei
2001-01-01,1.6172,-1.36,columbus_oh_usa,370.76,-0.83
2001-02-01,2.422,2.6,columbus_oh_usa,371.69,-0.86
2001-03-01,2.1763,3.76,columbus_oh_usa,372.63,-0.78
2001-04-01,1.9838,13.61,columbus_oh_usa,373.55,-0.55
2001-05-01,5.2571,17.45,columbus_oh_usa,374.03,-0.51
2001-06-01,3.4356,21.12,columbus_oh_usa,373.4,-0.73
2001-07-01,5.7469,22.95,columbus_oh_usa,371.68,0.04
2001-08-01,3.1072,23.64,columbus_oh_usa,369.78,0.38
2001-09-01,2.0103,17.84,columbus_oh_usa,368.34,-0.06
2001-10-01,3.3215,13,columbus_oh_usa,368.61,-0.22
2001-11-01,2.8442,9.68,columbus_oh_usa,369.94,-0.28
2001-12-01,2.8528,4.37,columbus_oh_usa,371.42,0.06
2002-01-01,2.6386,2.2,columbus_oh_usa,372.7,0.09
2002-02-01,1.2949,2.74,columbus_oh_usa,373.37,-0.26
2002-03-01,5.4325,5.48,columbus_oh_usa,374.3,-0.2
2002-04-01,4.8137,12.81,columbus_oh_usa,375.19,-0.36
2002-05-01,5.2625,15.02,columbus_oh_usa,375.93,-0.14
2002-06-01,3.6751,22.98,columbus_oh_usa,375.69,0.34
2002-07-01,2.8421,25.15,columbus_oh_usa,374.16,0.44
2002-08-01,1.4905,24.54,columbus_oh_usa,372.03,1.01
2002-09-01,4.2809,21.24,columbus_oh_usa,370.92,0.88
2002-10-01,4.2053,12.42,columbus_oh_usa,370.73,0.84
2002-11-01,3.003,5.7,columbus_oh_usa,372.43,0.84
2002-12-01,3.2837,0.77,columbus_oh_usa,373.98,0.91
2003-01-01,1.8974,-4.31,columbus_oh_usa,375.07,0.82
2003-02-01,5.1526,-2.01,columbus_oh_usa,375.82,0.63
2003-03-01,2.0069,7.03,columbus_oh_usa,376.64,0.53
2003-04-01,3.0098,12.74,columbus_oh_usa,377.92,-0.11
2003-05-01,6.4034,16.6,columbus_oh_usa,378.78,-0.61
2003-06-01,4.4666,19.79,columbus_oh_usa,378.46,-0.1
2003-07-01,4.6928,23.04,columbus_oh_usa,376.88,0.01
2003-08-01,4.2711,23.48,columbus_oh_usa,374.57,0.05
2003-09-01,4.7507,18.11,columbus_oh_usa,373.34,0.18
2003-10-01,1.8498,11.97,columbus_oh_usa,373.31,0.28
2003-11-01,4.6037,9.03,columbus_oh_usa,374.84,0.3
2003-12-01,2.6776,1.57,columbus_oh_usa,376.17,0.14
2004-01-01,3.918,-2.75,columbus_oh_usa,377.17,0.19
2004-02-01,1.9392,0.47,columbus_oh_usa,378.05,-0.05
2004-03-01,3.5314,7.36,columbus_oh_usa,379.06,-0.43
2004-04-01,3.4386,11.82,columbus_oh_usa,380.54,-0.23
2004-05-01,6.661,19.5,columbus_oh_usa,380.8,-0.46
2004-06-01,3.2706,21.27,columbus_oh_usa,379.87,-0.39
2004-07-01,4.347,22.88,columbus_oh_usa,377.65,0.46
2004-08-01,2.9399,21.3401,columbus_oh_usa,376.17,0.77
2004-09-01,4.1497,19.91,columbus_oh_usa,374.43,0.59
2004-10-01,3.7866,13.16,columbus_oh_usa,374.63,0.4
2004-11-01,4.0755,8.53,columbus_oh_usa,376.33,0.56
2004-12-01,3.2113,1.1,columbus_oh_usa,377.68,0.48
2005-01-01,5.8692,0.56,columbus_oh_usa,378.63,0.09
2005-02-01,1.7968,2.12,columbus_oh_usa,379.91,0.61
2005-03-01,3.3225,3.45,columbus_oh_usa,380.95,0.83
2005-04-01,3.9311,12.73,columbus_oh_usa,382.48,0.14
2005-05-01,1.9032,14.77,columbus_oh_usa,382.64,0.19
2005-06-01,1.8445,23.45,columbus_oh_usa,382.4,0.2
2005-07-01,3.0001,25.02,columbus_oh_usa,380.93,0
2005-08-01,4.466,24.72,columbus_oh_usa,378.93,0.01
2005-09-01,1.6027,21.11,columbus_oh_usa,376.89,-0.02
2005-10-01,1.7447,13.34,columbus_oh_usa,377.19,-0.66
2005-11-01,2.8582,7.9,columbus_oh_usa,378.54,-0.7
2005-12-01,1.99,-0.92,columbus_oh_usa,380.31,-0.7
2006-01-01,3.9699,5.27,columbus_oh_usa,381.58,-0.64
2006-02-01,1.665,1.17,columbus_oh_usa,382.4,-0.48
2006-03-01,3.3472,5.42,columbus_oh_usa,382.86,-0.62
2006-04-01,4.2134,14.03,columbus_oh_usa,384.8,-0.84
2006-05-01,2.6308,16.07,columbus_oh_usa,385.22,-0.42
2006-06-01,3.6448,20.88,columbus_oh_usa,384.24,-0.18
2006-07-01,3.5521,24.36,columbus_oh_usa,382.65,0.21
2006-08-01,3.2638,24.16,columbus_oh_usa,380.6,0.59
2006-09-01,6.3227,17.57,columbus_oh_usa,379.04,0.65
2006-10-01,4.8015,11.43,columbus_oh_usa,379.33,0.77
2006-11-01,1.9865,7.72,columbus_oh_usa,380.35,1
2006-12-01,2.4256,4.68,columbus_oh_usa,382.02,0.64
2007-01-01,3.7365,2.03,columbus_oh_usa,383.1,0.64
2007-02-01,2.8061,-5.52,columbus_oh_usa,384.12,0.39
2007-03-01,3.1197,8.58,columbus_oh_usa,384.81,-0.19
2007-04-01,3.3427,10.41,columbus_oh_usa,386.73,-0.32
2007-05-01,1.0448,18.96,columbus_oh_usa,386.78,-0.41
2007-06-01,2.3789,22.57,columbus_oh_usa,386.33,-0.83
2007-07-01,3.596,22.24,columbus_oh_usa,384.73,-0.75
2007-08-01,2.1182,25.37,columbus_oh_usa,382.24,-0.9
2007-09-01,1.9372,20.96,columbus_oh_usa,381.2,-1.06
2007-10-01,3.8419,16.4,columbus_oh_usa,381.37,-1.13
2007-11-01,2.8328,6.7,columbus_oh_usa,382.7,-1.12
2007-12-01,5.0515,2.18,columbus_oh_usa,384.19,-1.19
2008-01-01,2.764,-0.5,columbus_oh_usa,385.78,-1.06
2008-02-01,4.2842,-0.2,columbus_oh_usa,386.06,-1.27
2008-03-01,6.6418,4.52,columbus_oh_usa,386.28,-1.52
2008-04-01,3.1746,12.93,columbus_oh_usa,387.33,-1.11
2008-05-01,4.3634,15.16,columbus_oh_usa,388.78,-0.99
2008-06-01,5.1689,22.66,columbus_oh_usa,387.99,-0.8
2008-07-01,2.8334,23.37,columbus_oh_usa,386.61,-0.78
2008-08-01,1.7021,22.5,columbus_oh_usa,384.32,-1.01
2008-09-01,1.0796,20.62,columbus_oh_usa,383.41,-1.02
2008-10-01,1.2102,12.32,columbus_oh_usa,383.22,-1.08
2008-11-01,2.0637,5.32,columbus_oh_usa,384.41,-0.98
2008-12-01,4.4952,0.85,columbus_oh_usa,385.79,-1.01
2009-01-01,3.6695,-4.19,columbus_oh_usa,387.17,-1.01
2009-02-01,2.0471,1.23,columbus_oh_usa,387.7,-0.85
2009-03-01,1.9551,7.46,columbus_oh_usa,389.04,-0.95
2009-04-01,3.8366,11.98,columbus_oh_usa,389.76,-0.81
2009-05-01,4.1168,17.37,columbus_oh_usa,390.36,-0.72
2009-06-01,4.7096,21.84,columbus_oh_usa,389.7,-0.05
2009-07-01,4.9535,21.19,columbus_oh_usa,388.24,0.56
2009-08-01,2.8481,22.53,columbus_oh_usa,386.29,0.56
2009-09-01,4.2174,19.17,columbus_oh_usa,384.95,0.42
2009-10-01,3.983,11,columbus_oh_usa,384.64,0.56
2009-11-01,0.8378,8.78,columbus_oh_usa,386.23,1.04
2009-12-01,3.3694,0.57,columbus_oh_usa,387.63,0.95
2010-01-01,2.512,-2.69,columbus_oh_usa,388.91,0.93
2010-02-01,2.1484,-2.47,columbus_oh_usa,390.41,1.28
2010-03-01,2.6074,6.97,columbus_oh_usa,391.37,1.33
2010-04-01,1.9749,14.21,columbus_oh_usa,392.67,0.49
2010-05-01,6.1466,18.22,columbus_oh_usa,393.21,-0.12
2010-06-01,5.2538,23.62,columbus_oh_usa,392.38,-1.29
2010-07-01,3.9755,24.92,columbus_oh_usa,390.41,-2.43
2010-08-01,2.3295,24.46,columbus_oh_usa,388.54,-2.38
2010-09-01,1.3257,20.13,columbus_oh_usa,387.03,-2.26
2010-10-01,1.2924,13.83,columbus_oh_usa,387.43,-2.16
2010-11-01,3.7514,6.43,columbus_oh_usa,388.87,-2.01
2010-12-01,2.3857,-2.85,columbus_oh_usa,389.99,-1.86
2011-01-01,1.6854,-3.2604,columbus_oh_usa,391.5,-1.77
2011-02-01,4.5279,1.2187,columbus_oh_usa,392.05,-1.59
2011-03-01,4.2446,6.0207,columbus_oh_usa,392.8,-1.75
2011-04-01,9.4647,12.925,columbus_oh_usa,393.44,-1.69
2011-05-01,6.7356,17.2877,columbus_oh_usa,394.41,-1.23
2011-06-01,4.1029,22.2455,columbus_oh_usa,393.95,-1.02
2011-07-01,3.4153,26.0288,columbus_oh_usa,392.72,-0.75
2011-08-01,2.9845,23.1681,columbus_oh_usa,390.33,-0.81
2011-09-01,4.7075,18.7352,columbus_oh_usa,389.28,-1.08
2011-10-01,3.5099,12.2629,columbus_oh_usa,389.19,-1.3
2011-11-01,5.9192,9.2525,columbus_oh_usa,390.48,-1.14
2011-12-01,4.2534,3.9644,columbus_oh_usa,392.06,-1.18
2012-01-01,3.3654,1.4997,columbus_oh_usa,393.31,-1.07
2012-02-01,2.1735,3.0128,columbus_oh_usa,394.04,-0.68
2012-03-01,2.8597,12.5127,columbus_oh_usa,394.59,-0.58
2012-04-01,2.6445,11.5306,columbus_oh_usa,396.38,-0.38
2012-05-01,3.3005,20.3451,columbus_oh_usa,396.93,-0.32
2012-06-01,1.4549,22.1825,columbus_oh_usa,395.91,-0.28
2012-07-01,4.2848,26.3367,columbus_oh_usa,394.56,0.34
2012-08-01,1.9403,23.0877,columbus_oh_usa,392.59,-0.02
2012-09-01,4.8299,18.5637,columbus_oh_usa,391.32,-0.29
2012-10-01,2.526,12.3464,columbus_oh_usa,391.27,-0.19
2012-11-01,0.8879,5.1612,columbus_oh_usa,393.2,-0.03
2012-12-01,4.2925,4.4825,columbus_oh_usa,394.57,-0.03
2013-01-01,3.9846,0.7812,columbus_oh_usa,395.78,-0.06
2013-02-01,1.529,0.0175,columbus_oh_usa,397.03,-0.08
2013-03-01,3.133,3.0266,columbus_oh_usa,397.66,-0.12
2013-04-01,3.1606,11.9466,columbus_oh_usa,398.64,-0.35
2013-05-01,3.3009,18.056,columbus_oh_usa,400.02,-0.68
2013-06-01,4.6948,21.9641,columbus_oh_usa,398.81,-1.14
2013-07-01,5.3866,23.4636,columbus_oh_usa,397.51,-0.79
2013-08-01,3.6975,22.3692,columbus_oh_usa,395.39,-0.45
2013-09-01,2.1751,19.2437,columbus_oh_usa,393.72,-0.33
2013-10-01,3.7778,13.3302,columbus_oh_usa,393.9,-0.13
2013-11-01,2.2743,5.0135,columbus_oh_usa,395.36,-0.16
2013-12-01,4.4715,1.6462,columbus_oh_usa,397.03,-0.34
2014-01-01,2.2303,-4.6915,columbus_oh_usa,398.04,-0.5
2014-02-01,3.3428,-2.5628,columbus_oh_usa,398.27,-0.42
2014-03-01,2.4834,3.6781,columbus_oh_usa,399.91,-0.05
2014-04-01,4.9999,12.4182,columbus_oh_usa,401.51,-0.16
2014-05-01,3.4183,17.6705,columbus_oh_usa,401.96,-0.17
2014-06-01,3.8156,22.6801,columbus_oh_usa,401.43,0
2014-07-01,3.39,21.9982,columbus_oh_usa,399.27,0.42
2014-08-01,4.7055,23.1104,columbus_oh_usa,397.18,0.23
2014-09-01,2.1788,18.9967,columbus_oh_usa,395.54,-0.09
2014-10-01,3.6325,12.885,columbus_oh_usa,396.16,0.12
2014-11-01,1.9186,3.8339,columbus_oh_usa,397.4,0.37
2014-12-01,2.5958,3.0984,columbus_oh_usa,399.08,0.35
2015-01-01,2.0866,-2.2635,columbus_oh_usa,400.18,0.23
2015-02-01,2.502,-6.0571,columbus_oh_usa,400.55,0.06
2015-03-01,4.4124,4.3564,columbus_oh_usa,401.74,0.15
2015-04-01,6.1662,12.2676,columbus_oh_usa,403.35,0.31
2015-05-01,1.7035,19.4402,columbus_oh_usa,404.15,0.95
2015-06-01,5.7539,22.3545,columbus_oh_usa,402.97,1.9
2015-07-01,5.4088,23.1928,columbus_oh_usa,401.46,1.79
2015-08-01,2.4569,22.1109,columbus_oh_usa,399.11,1.95
2015-09-01,2.3821,21.0757,columbus_oh_usa,397.82,2.24
2015-10-01,2.6698,13.4109,columbus_oh_usa,398.49,2.15
2015-11-01,2.7692,9.4462,columbus_oh_usa,400.27,1.94
2015-12-01,4.7647,7.6956,columbus_oh_usa,402.06,1.93
2016-01-01,1.9064,-1.2504,columbus_oh_usa,402.73,1.94
2016-02-01,4.2471,2.1323,columbus_oh_usa,404.25,1.81
2016-03-01,3.1276,9.7384,columbus_oh_usa,405.06,1.32
2016-04-01,3.1009,11.8847,columbus_oh_usa,407.6,1.33
2016-05-01,3.7107,16.4756,columbus_oh_usa,407.9,1.24
2016-06-01,3.8459,22.9011,columbus_oh_usa,406.99,0.36
2016-07-01,3.7412,24.6178,columbus_oh_usa,404.59,-0.53
2016-08-01,4.5341,25.3382,columbus_oh_usa,402.45,-0.27
2016-09-01,2.2942,21.774,columbus_oh_usa,401.23,-0.29
2016-10-01,1.2725,15.5113,columbus_oh_usa,401.79,-0.54
2016-11-01,1.5701,8.8689,columbus_oh_usa,403.72,-0.48
2016-12-01,3.8191,1.1733,columbus_oh_usa,404.64,-0.37
2017-01-01,3.3113,3.0771,columbus_oh_usa,406.36,-0.43
2017-02-01,2.8591,6.2181,columbus_oh_usa,406.66,-0.42
2017-03-01,3.8175,6.52,columbus_oh_usa,407.54,-0.58
2017-04-01,3.4986,15.1165,columbus_oh_usa,409.22,-0.19
2017-05-01,4.8612,16.9462,columbus_oh_usa,409.89,0.19
2017-06-01,4.7135,21.9333,columbus_oh_usa,409.08,-0.24
2017-07-01,4.9582,23.8918,columbus_oh_usa,407.33,-0.63
2017-08-01,2.984,22.0683,columbus_oh_usa,405.32,-0.73
2017-09-01,2.306,19.7453,columbus_oh_usa,403.57,-0.74
2017-10-01,4.0827,14.8732,columbus_oh_usa,403.82,-0.59
2017-11-01,3.2939,6.7679,columbus_oh_usa,405.31,-0.62
2017-12-01,1.9939,0.2062,columbus_oh_usa,407,-0.74
2018-01-01,2.1067,-2.2639,columbus_oh_usa,408.15,-0.79
2018-02-01,7.3732,4.4833,columbus_oh_usa,408.52,-0.71
2018-03-01,3.6361,4.2773,columbus_oh_usa,409.59,-0.8
2018-04-01,3.6036,8.9745,columbus_oh_usa,410.45,-1.32
2018-05-01,4.1089,21.551,columbus_oh_usa,411.44,-0.94
2018-06-01,3.7853,23.2946,columbus_oh_usa,410.99,-0.52
2018-07-01,3.8127,24.2644,columbus_oh_usa,408.9,-0.05
2018-08-01,4.7375,24.1584,columbus_oh_usa,407.16,0.46
2018-09-01,6.7364,22.1405,columbus_oh_usa,405.71,0.62
2018-10-01,2.9411,13.7183,columbus_oh_usa,406.19,0.52
2018-11-01,4.4167,4.3596,columbus_oh_usa,408.21,0.33
2018-12-01,4.7509,3.3046,columbus_oh_usa,409.27,0.18
2019-01-01,3.2353,-0.7555,columbus_oh_usa,411.03,0.09
2019-02-01,7.1285,2.7449,columbus_oh_usa,411.96,0.5
2019-03-01,3.0614,4.426,columbus_oh_usa,412.18,0.76
2019-04-01,3.63,12.9224,columbus_oh_usa,413.54,0.3
2019-05-01,3.9644,18.7304,columbus_oh_usa,414.86,0.23
2019-06-01,5.9026,21.7021,columbus_oh_usa,414.15,0.35
2019-07-01,3.5133,25.297,columbus_oh_usa,411.96,0.3
2019-08-01,2.8401,23.2635,columbus_oh_usa,410.17,0.32
2019-09-01,0.4152,22.384,columbus_oh_usa,408.76,0.16
2019-10-01,4.3858,14.6629,columbus_oh_usa,408.74,0.31
2019-11-01,3.2988,4.1637,columbus_oh_usa,410.47,0.47
2019-12-01,3.6153,3.9151,columbus_oh_usa,411.97,0.36
2020-01-01,3.395,3.0394,columbus_oh_usa,413.59,0.25
2020-02-01,3.8604,2.1622,columbus_oh_usa,414.32,0.26
2020-03-01,5.1245,8.4283,columbus_oh_usa,414.72,0.13
2020-04-01,3.5965,10.007,columbus_oh_usa,416.42,-0.15
2020-05-01,4.8618,15.658,columbus_oh_usa,417.28,-0.23
2020-06-01,2.9203,22.2197,columbus_oh_usa,416.58,-0.68
2020-07-01,3.6805,25.6069,columbus_oh_usa,414.58,-0.94
2020-08-01,3.6629,23.1911,columbus_oh_usa,412.75,-0.96
2020-09-01,2.5879,19.187,columbus_oh_usa,411.5,-1.15
2020-10-01,3.3218,12.9419,columbus_oh_usa,411.49,-1.17
2020-11-01,2.6223,8.9267,columbus_oh_usa,413.1,-1.13
2020-12-01,2.6135,1.9733,columbus_oh_usa,414.23,-1.14
2021-01-01,2.6722,0.5408,columbus_oh_usa,415.49,-1.2
2021-02-01,4.1169,-2.1861,columbus_oh_usa,416.72,-0.96
2021-03-01,3.3461,8.1119,columbus_oh_usa,417.61,-0.79
2021-04-01,1.9904,11.3662,columbus_oh_usa,419.01,-0.95
2021-05-01,3.0576,15.8568,columbus_oh_usa,419.09,-1.07
2021-06-01,4.914,22.7367,columbus_oh_usa,418.93,-1.05
2021-07-01,4.3172,23.6291,columbus_oh_usa,416.9,-1.44
2021-08-01,5.3041,24.389,columbus_oh_usa,414.42,-1.29
2021-09-01,2.7585,20.2868,columbus_oh_usa,413.26,-1.38
2021-10-01,3.5238,16.3696,columbus_oh_usa,413.9,-1.46
2021-11-01,1.5673,5.6795,columbus_oh_usa,414.97,-1.39
2021-12-01,3.3213,6.0792,columbus_oh_usa,416.67,-1.2
2022-01-01,3.6197,-2.6666,columbus_oh_usa,418.13,-1.01
2022-02-01,6.1699,0.8312,columbus_oh_usa,419.24,-0.98
2022-03-01,2.6142,7.3352,columbus_oh_usa,418.76,-1.31
2022-04-01,2.9571,10.5181,columbus_oh_usa,420.19,-1.61
2022-05-01,5.3108,18.6941,columbus_oh_usa,420.97,-1.63
2022-06-01,2.6558,22.54,columbus_oh_usa,420.94,-1.9
2022-07-01,6.2339,24.451,columbus_oh_usa,418.85,-2.17
2022-08-01,3.2207,23.3726,columbus_oh_usa,417.15,-1.75
2022-09-01,2.1236,19.3524,columbus_oh_usa,415.91,-1.73
2022-10-01,0.9519,12.1164,columbus_oh_usa,415.74,-1.73
2022-11-01,2.1398,7.4608,columbus_oh_usa,417.47,-1.53
2022-12-01,2.4772,1.7521,columbus_oh_usa,418.99,-1.28
2023-01-01,3.7799,3.9108,columbus_oh_usa,419.47,-1.11
2023-02-01,3.6058,4.9778,columbus_oh_usa,420.31,-0.91
2023-03-01,4.2745,6.0476,columbus_oh_usa,420.99,-0.76
2023-04-01,2.6207,12.1618,columbus_oh_usa,423.31,-0.37
2023-05-01,2.5707,16.3802,columbus_oh_usa,424,-0.06
2023-06-01,3.0753,20.4962,columbus_oh_usa,423.68,0.43
2023-07-01,5.2311,23.982,columbus_oh_usa,421.83,0.5
2023-08-01,3.2093,22.5984,columbus_oh_usa,419.68,0.51
2023-09-01,1.233,20.1604,columbus_oh_usa,418.51,0.68
2023-10-01,1.9221,14.0291,columbus_oh_usa,418.82,0.48
2023-11-01,1.2713,6.8475,columbus_oh_usa,420.46,0.91
2023-12-01,2.0251,5.4304,columbus_oh_usa,421.86,1.13
2024-01-01,4.5045,-0.2007,columbus_oh_usa,422.8,0.7